,index,thinker_1,thinker_2,link
6319,16058,I. J. Good,Eliezer Yudkowsky,1
6320,9049,Louis-Ferdinand Céline,Alfonso Gatto,0
6321,25932,Ernst Haeckel,Augusto dos Anjos,1
6322,5628,Augusta Savage,Hannah Arendt,0
6323,2856,Helmuth Kulenkampff,Candace Bushnell,0
6324,23500,Cormac McCarthy,Henrik Langeland,1
6325,13388,Marc Chagall,Monique Mayère,1
6326,22955,Laurence Sterne,Joseph Henry Gilbert,0
6327,202,Tristan Corbière,Ion Minulescu,1
6328,24938,Jules Verne,Robert Bloch,0
6329,21472,William Faulkner,Jack Ketchum,1
6330,28126,Sam Kinison,Peter Guthrie Tait,0
6331,25557,Mark Tobey,Francis Hutcheso,0
6332,25500,Robert Aickman,Alexander Gottlieb Baumgarten,0
6333,9951,Larry Clark,Dash Snow,1
6334,17207,John Rawls,Kwame Anthony Appiah,1
6335,19012,Charles Darwin,Peter Kropotkin,1
6336,10109,Jack Kerouac,Tom Robbins,1
6337,5737,Sigmund Freud,Jacqueline Carey,0
6338,13504,David W. Tucker,Les Golden,1
6339,11376,Bob Hope,Jami Gong,1
6340,12438,Alexandre Kojève,William Nack,0
6341,4582,Søren Kierkegaard,Jacob M. Appel,0
6342,10967,Johnny Carson,Raphael Pumpelly,0
6343,15064,Albert Camus,Richard Wrigh,1
6344,19806,Charles-François Daubigny,Albert Charpin,1
6345,17512,Emily Brontë,Alice Munro,1
6346,11810,Zeno of Citium,Ilia Chavchavadze,0
6347,11625,Immanuel Kant,Paul Fenimore Cooper,0
6348,9145,Johann Gottlieb Fichte,F. H. Bradley,1
6349,20983,Robert Burns,Emily Brontë,1
6350,14270,Edgar Rice Burroughs,Leigh Brackett,1
6351,15854,Saul Bellow,Nikolai Berdyaev,0
6352,20435,Jack Kerouac,Blake Schwarzenbach,1
6353,9755,Lloyd Alexander,Tom Christopher,0
6354,26034,Andy Warhol,William Quigley,1
6355,8098,Marcel Proust,Richard Wrigh,1
6356,24096,Boethius,Anselm of Canterbury    1,1
6357,6361,Heraclitus,Georg Wilhelm Friedrich Hegel,1
6358,2980,Adalbert Stifter,Thomas Mann,1
6359,11293,Martin Gardner,Odilon Redon,0
6360,9725,Johannes Scotus Eriugena,Richard Harding Davis,0
6361,22287,Brian O'Nolan,Mykola Kulish,0
6362,7695,Kurt Vonnegut,Dave Eggers,1
6363,20338,H. G. Wells,Andrei Voznesensky,0
6364,9556,Lev Shestov,Arthur M. Schlesinger Jr.,0
6365,4791,Richard Matheson,Robert Owen,0
6366,19282,Giovanni Gentile,Edwin Arthur Burtt,1
6367,17293,William James,Colin Wilson,1
6368,23021,William Shakespeare,Harold Bloom,1
6369,16953,Richard Matheson,William Hazlitt,0
6370,3012,Augustine of Hippo,Eric Voegelin,1
6371,10804,William Blake,W. S. Merwin,1
6372,21378,Georgia O'Keeffe,Mym Tuma,1
6373,10518,Immanuel Kant,Hans Vaihinger,1
6374,20486,Jens Peter Jacobsen,Dennis Ashbaugh,0
6375,12195,Carlos Pezoa Véliz,Jean Stas,0
6376,221,Fritz Leiber,Alexander the Great,0
6377,14152,Juan Gris,Eduardo Úrculo,1
6378,19037,Bruno Schulz,Joseph Heller,0
6379,20389,Thomas Hardy,Damian Pettigrew,0
6380,28190,Charlie Chaplin,Trofim Lysenko,0
6381,3964,Johannes Scotus Eriugena,Neal Stephenson,0
6382,17933,Ernest Hemingway,Mitch Alison,1
6383,17866,Stanley Milgram,Philip Zimbardo,1
6384,25581,Gertrude Stein,Giannina Braschi,1
6385,19453,Julio Cortázar,Ignacio Padilla,1
6386,16705,Steve Martin,Brad Stine,1
6387,20847,Dashiell Hammett,Jason Smilovic,1
6388,14094,Ernest Hemingway,Kermit Moyer,1
6389,28378,Aristotle,Oskar Morgenstern,0
6390,8355,Franz Kafka,Jorge Luis Borges,1
6391,19270,W. E. B. Du Bois,Kwame Anthony Appiah,1
6392,25783,Zeno of Citium,The Books of Knjige,0
6393,10520,Sayyad Laal Shah Hamdani,Fazal Ali Qureshi,1
6394,11976,Alexander Lernet-Holenia,Katherine Dunham,0
6395,29103,Ingmar Bergman,Jan Kaus,1
6396,28755,David Weber,Steve White,1
6397,4380,Ernie Kovacs,Pope Pius XII,0
6398,15888,Edmund Spenser,Maria Rusescu,0
6399,13495,Ernie Kovacs,J. Robert Oppenheimer,0
6400,798,William Shakespeare,Álvares de Azevedo,1
6401,4332,Henri Bergson,Manuel Maria Barbosa du Bocage,0
6402,22480,John Grinder,Robert Dilts,1
6403,25692,Gustave Flaubert,Richard Bandler,0
6404,6393,Rudyard Kipling,Donna Tartt,1
6405,12800,Friedrich Heinrich Jacobi,Jeffrey Morgan,0
6406,25382,Henry Miller,Philip Roth,1
6407,10814,Henri Barbusse,Amos Tversky,0
6408,7674,William Ross Ashby,Dasaradhi,0
6409,7218,Karl Marx,Rosemary Pollock,0
6410,20455,Lenny Bruce,Judy Gold,0
6411,15264,Dick Gregory,Jan Evangelista Purkyne,0
6412,582,John Pory,William Shakespeare,1
6413,9108,Parmenides,William Frankena,0
6414,1383,Edmund Burke,Virgil Nemoianu,1
6415,10691,Emily Brontë,William Faulkner,1
6416,8264,Friedrich Heinrich Jacobi,George Metesky,0
6417,8255,Friedrich Albert Lange,Adolfo Hohenstein,0
6418,1638,John Dos Passos,Safdar Shaheen,0
6419,3029,John Berryman,James Salter,1
6420,8602,Thomas Mann,Isaac Bashevis Singer,1
6421,14217,Harold Pinter,Torquato Tasso,0
6422,2943,Giambattista Vico,Petre Hârtopeanu,0
6423,26313,Arthur Rimbaud,Jan Kaus,0
6424,24493,Wong Kar-wai,Mitch Berman,1
6425,20095,Daniel Defoe,Jules Verne,1
6426,15776,Friedrich Heinrich Jacobi,K. S. Narasimhaswamy,0
6427,10214,Jens Peter Jacobsen,Ambrose Bierce,0
6428,26531,Otto Rank,Teresa of Ávila,0
6429,22243,Charlotte Brontë,Paul Dixon,0
6430,24575,Walt Whitman,Richard Brautigan,1
6431,25364,John D. MacDonald,Maxwell Armfield,0
6432,15289,Frantz Fanon,Lewis Gordon,1
6433,7524,William March,Jack Balkin,0
6434,27002,Lucretius,David Hilbert,0
6435,20386,Robert Bloch,Tawny Taylor,0
6436,1699,Mario Vargas Llosa,Ceridwen Dovey,1
6437,18697,Jack Smit,Dennis Ashbaugh,0
6438,20022,Albert Camus,Patrick Suppes,0
6439,8366,Charles Grafton Page,Glennray Tutor,0
6440,7615,G. K. Chesterton,Rich Mullins,1
6441,25066,Harlan Ellison,Peter David,1
6442,2100,Tom of Finland,Robert Mapplethorpe,1
6443,15128,Jorge Luis Borges,Bertrand Russell,0
6444,5631,W. W. Jacobs,Daniel Abraha,0
6445,20499,Titu Maiorescu,George Calinescu,1
6446,6919,Henry Miller,Paulo Coelho,1
6447,28995,Winston Churchill,Gary W. Moore,1
6448,16818,Jack Kerouac,Blake Schwarzenbach,1
6449,15178,Rudyard Kipling,L. Frank Baum,0
6450,25490,William March,Larry Heinemann,1
6451,24483,George R. R. Martin,Daniel Abraham,1
6452,25331,Simone Weil,Shmuel Yosef Agnon,0
6453,16874,Robert S. Barton,Alan Kay,1
6454,732,Roger Penrose,William Morris,0
6455,9958,Jim Thompson,Craig Clevenger,1
6456,4283,William Ross Ashby,Koto Hoxhi,0
6457,10040,Robert B. Parker,Howard Dean,0
6458,20487,Raoul Schrott,Cork Graham,0
6459,7401,Richard Pryor,George Lopez,1
6460,20975,Aristotle,Haha,0
6461,2340,Henry Moore,Elizabeth Bradford Holbrook,1
6462,25469,Diego Rivera,Ben Shahn,1
6463,12126,Ahmad Khani,Sheikh Reza Talabani,1
6464,22718,G. E. M. Anscombe,Hector Zagal,1
6465,14430,Tristan Tzara,Sergei Bulgakov,0
6466,1453,F. Scott Fitzgerald,William Goldman,1
6467,13570,Naoko Takeuchi,Miwa Ueda,1
6468,21421,Charlie Chaplin,Johnny Depp,1
6469,25454,Dante Alighieri,Milton Berle,0
6470,19733,Irwin Corey,Isabel Paterson,0
6471,8257,Mort Sahl,Gerald Griffin,0
6472,18455,Ferdinand de Saussure,Ernesto Laclau,1
6473,8911,Leo Tolstoy,Yann Martel,1
6474,12027,Harlan Coben,Peter David,1
6475,143,Jack Paar,Barbara Branden,0
6476,328,Charlotte Brontë,James Madison,0
6477,24232,Boethius,Albertus Magnus,1
6478,5658,Victor Hugo,Oscar Wilde,1
6479,17752,John Dickson Carr,Surender Mohan Pathak,1
6480,10270,Ronald Dworkin,Jeremy Waldron,1
6481,7442,Roger Zelazny,Pat Buchanan,0
6482,23506,Bram Stoker,Seymour Papert,0
6483,14052,Alexander Herzen,Peter Bowker,0
6484,22369,Louis Althusser,Jacques Rancière,1
6485,15302,Averroes,Dante Alighieri,1
6486,19413,James Thurber,Gonçalves de Magalhães Viscount of Araguaia,0
6487,8578,Roger Zelazny,James Lipton,0
6488,26279,Charles Grafton Page,Tommy Cooper,0
6489,12618,Don DeLillo,Stendhal,0
6490,23723,Tristan Tzara,Jean Bourgain,0
6491,24182,Robert Browning,Dennis Lehane,0
6492,21292,Zeno of Citium,The Books of Knjige,0
6493,9197,Fritz Leiber,Jules Renard,0
6494,12530,Leo Strauss,Patrick Heron,0
6495,4431,Knut Hamsun,Leconte de Lisle,0
6496,19602,Vladimir Nabokov,Gjekë Marinaj,1
6497,22849,H. P. Lovecraft,Joe R. Lansdale,1
6498,18654,Otto Weininger,Julius Evola,1
6499,29051,Friedrich Nietzsche,Dane Zajc,0
6500,25953,Abbie Hoffman,Bob Black,1
6501,6807,Ludwig Wittgenstein,Kendall Walton,1
6502,18491,Italo Calvino,Arthur Koestler,0
6503,24018,Cynthia Ozick,David Foster Wallace,1
6504,4113,Jean-Jacques Rousseau,Jesse S. Greever,0
6505,5048,Otto Rank,Antoni Tàpies,0
6506,18730,Meister Eckhart,Robert Koch,0
6507,23461,Jean-Jacques Rousseau,Wilbur Smith,0
6508,19583,Paul Citroen,Kees Bol,1
6509,20207,Mort Sahl,Ellen DeGeneres,0
6510,7208,T. H. White,Evan Hunter,1
6511,11428,Søren Kierkegaard,Bernt Michael Holmboe,0
6512,11163,James Mill,John Stuart Mill,1
6513,16585,Doris Lessing,Christopher Priest,0
6514,20623,Raymond Queneau,Amanda Filipacchi,1
6515,10696,Emerich de Vattel,Alexander Hamilton,1
6516,28399,Mario Szenessy,Elisabeth Kübler-Ross,0
6517,122,H. Rider Haggard,Edwy Searles Brooks,1
6518,20806,William Blake,Jacques Hamelink,1
6519,9765,Louis-Ferdinand Céline,Robert Delaunay,0
6520,4975,Hermann von Helmholtz,Josiah Willard Gibbs,1
6521,1911,Leo Strauss,Frithjof Bergmann,0
6522,14720,William S. Burroughs,Ivan Aralica,0
6523,21857,Virgil,Bill Hader,0
6524,3978,Alexander Herzen,Gareth Sansom,0
6525,13896,Samuel Johnson,Christopher Smart,1
6526,26850,Harold Lloyd,Igor tiks,0
6527,62,Knut Hamsun,Todd Lockwood,0
6528,22508,Jim Thompson,Joe R. Lansdale,1
6529,17723,Grigol Robakidze,Jonathan Littell,0
6530,11387,William Godwin,Musa al-Sadr,0
6531,25911,Philip-Lorca diCorcia,Justine Kurland,1
6532,22462,John Updike,Ethan Canin,1
6533,24737,Walter Munk,Dan McKenzi,1
6534,19914,Joss Whedon,Patrick Rothfuss,1
6535,23586,Bruno Schulz,Elizabeth Wyn Wood,0
6536,3138,Franz Bauer,William Jackson Hooker,1
6537,16474,Robert Crais,Muhammad al-Tijani,0
6538,26910,Anton Chekhov,Mary Oliver,0
6539,22635,Jorge Luis Borges,Guillaume-Chrétien de Lamoignon de Malesherbes,0
6540,14300,D. H. Lawrence,Yilmaz Onay,0
6541,13697,Brian Eno,JoFF Rae,1
6542,17511,Friedrich Heinrich Jacobi,John Roddam Spencer Stanhope,0
6543,27027,William Golding,Vladimir Bartol,0
6544,20882,Benedetto Croce,Igor Kurchatov,0
6545,8734,Robinson Jeffers,Francis Crick,0
6546,27404,Zeno of Elea,David James Duncan,0
6547,13204,Empedocles,John Zerzan,0
6548,3530,T. S. Eliot,Dean Koontz,1
6549,27538,Sylvanus Morley,Tatiana Proskouriakoff,1
6550,3883,Paul Cézanne,Danilo Jovanovitch,0
6551,23584,Karl Marx,Jean-François Lyotard,1
6552,20617,William March,Philip Novak,0
6553,26757,R. D. Blackmore,Red Skelton,0
6554,24718,Algernon Blackwood,Hannu Rajaniemi,0
6555,9918,Arthur C. Clarke,Stephen Dedman,1
6556,26844,Franz Unger,Daniel Arsham,0
6557,13473,Anne Mather,Michelle Reid,1
6558,26905,Marshall McLuhan,Iain Baxter&,1
6559,18182,Louis-Ferdinand Céline,Samuel Eliot Morison,0
6560,23579,Lloyd Alexander,Yazmany Arboleda,0
6561,18698,Joaquim Maria Machado de Assis,Vinicius de Moraes,1
6562,21383,Stanley G. Weinbaum,Dave Barry,0
6563,14914,Nikolai Gogol,Cem Yilmaz,0
6564,13357,Grigol Robakidze,François de La Rochefoucauld,0
6565,21338,José Cândido de Melo Carvalho,Fernando da Costa Novaes,1
6566,15681,Friedrich Engels,Jun'ichiro Tanizaki,0
6567,8388,G. K. Chesterton,Terry Pratchett,1
6568,17705,Ford Madox Ford,Joseph Conrad,1
6569,11238,Richard Evans Schultes,Tove Jansson,0
6570,12046,Gottfried Leibniz,David Hume,1
6571,4384,Louis-Ferdinand Céline,Earl Wilbur Sutherland Jr.,0
6572,26252,Noh Hong-cheol,Gil Seong-joon,1
6573,28627,Samuel Taylor Coleridge,Owen Barfield,1
6574,12024,Daphne du Maurier,Giotto di Bondone,0
6575,19910,Empedocles,Iggy Pop,0
6576,26278,G. E. Moore,C. D. Broad,1
6577,17962,Vladimir Nabokov,Eleanor Catton,0
6578,27361,Walt Whitman,Larry Heinemann,1
6579,14826,Heraclitus,Renzo Novatore,0
6580,24788,Plato,David C. Hayes,0
6581,26779,Rainer Maria Rilke,Gregor Strnia,1
6582,8173,George Orwell,Stanislaw Lem,0
6583,6257,Charles Grafton Page,Muneer Ahmad Rashid,0
6584,9452,Peter Sellers,Rowan Atkinson,1
6585,10377,Edmund Burke,Virgil Nemoianu,1
6586,2532,Sam Kinison,Hans Geiger,0
6587,8676,Toni Morrison,Tim O'Brie,1
6588,705,John Colet,Lyudmila Ulitskaya,0
6589,27707,Jorge Luis Borges,Giannina Braschi,1
6590,25233,Walt Whitman,Dino Campana,1
6591,19780,Sextus Empiricus,Ahmad Sirhindi,0
6592,4016,Stanley William Hayter,Louis Kahn,0
6593,6921,Walt Stanchfield,Brad Bird,1
6594,23907,Edgar Allan Poe,Mário de Sá-Carneiro,1
6595,12781,M. R. James,Anton Vodnik,0
6596,9134,Martin Gardner,Koto Hoxhi,0
6597,5739,T. H. White,Pablo Francisco,0
6598,23376,D. H. Lawrence,William Perehudoff,0
6599,19553,Stephen King,Wolfgang Hohlbein,1
6600,25648,Aristotle,Bonaventure    1,1
6601,5738,Empedocles,Ivan Sviták,0
6602,27119,Sam Kinison,Chris Kuzneski,0
6603,15968,Miguel de Cervantes,Jenny Holzer,0
6604,22642,Steve Allen,David Letterman,1
6605,6798,Penn & Teller,Tim Mars,1
6606,4131,Aristotle,Christian Wolf,1
6607,1562,André Gide,Benjamin Fondane,1
6608,10661,Vladimir Nabokov,Richard Rorty,1
6609,5676,Tomás Carrasquilla,Fernando González,1
6610,15344,Kim Newman,Win Scott Eckert,1
6611,5434,Friedrich Wilhelm Joseph Schelling,Martin Heidegger,1
6612,28856,Fritz Leiber,Matthew Stover,1
6613,10198,Ovid,Ferdinand von Mueller,0
6614,11689,Robert Browning,Maya Deren,0
6615,8599,Jack London,Richard Wrigh,1
6616,22481,Tristan Tzara,Karl Heim,0
6617,15291,Plato,Robert Hitchcock,0
6618,28411,Paul Cézanne,Muddy Waters,0
6619,15157,Jack Vance,Albert Bandura,0
6620,4018,Mircea Nedelciu,Dan Lungu,1
6621,14419,Montesquieu,Helena Roerich,0
6622,16626,Lucy Maud Montgomery,Astrid Lindgren,1
6623,1106,Juan Donoso Cortés,Miguel Primo de Rivera 2nd Marquis of Estella,1
6624,23527,Boethius,Phyllis Seckler,0
6625,5662,Aristotle,Francis Bacon,1
6626,26478,Friedrich Albert Lange,Stefan Molyneux,0
6627,12701,Bruno Schulz,Hrachia Acharian,0
6628,22690,Walt Stanchfield,Brad Bird,1
6629,27935,Friedrich Wilhelm Joseph Schelling,Dositej Obradovic,0
6630,1783,Samuel Beckett,B. S. Johnson,1
6631,25256,Richard Pryor,George Lopez,1
6632,11101,Philip K. Dick,Hugh B. Cave,1
6633,3855,Margaret Laurence,Tony Rothman,0
6634,27350,Boethius,Dritëro Agolli,0
6635,25025,Joan Mitchell,Mary Schepisi,1
6636,20671,Charles Darwin,Billy Graham,0
6637,27563,Charles Grafton Page,Ivo Andric,0
6638,9952,Luís de Camões,Emma Goldman,0
6639,21144,Adalbert Stifter,John Hughlings Jackson,0
6640,18306,D. H. Lawrence,Robert Capa,0
6641,13389,Alice Munro,Mitch Cullin,1
6642,2101,Jean Piaget,Gilbert Simondon,1
6643,1660,Antonio Labriola,Alexander the Great,0
6644,18244,Samuel Richardson,Robert Burns,0
6645,18210,Robert A. Heinlein,Charles Stross,1
6646,25849,John Colet,Lyudmila Ulitskaya,0
6647,14291,Kendall Walton,Chris Bateman,1
6648,22383,Emil Lask,Hossein Nasr,0
6649,11729,Rousas John Rushdoony,Aimé Césaire,0
6650,13647,Luís de Camões,Severo Ochoa,0
6651,23928,Groucho Marx,Woody Allen,1
6652,4121,Jack Smit,Jean-Baptiste Biot,0
6653,2698,William Faulkner,Gabriel García Márquez,1
6654,25432,Abbie Hoffman,Laurence Olivier,0
6655,22104,Fritz Perls,John Grinder,1
6656,5515,William Wordsworth,John Millington Synge,1
6657,6784,Niels Bohr,Steve Sweeney,0
6658,21311,George Boole,Ryunosuke Akutagawa,0
6659,16296,Richard Harding Davis,Kojima Masajiro,0
6660,20440,François-René de Chateaubriand,Alexandre Herculano,1
6661,17693,David Markson,Liao Xiaoyi,0
6662,3731,Jean-Paul Sartre,Alladi Ramakrishnan,0
6663,9568,Giovanni Pico della Mirandola,D. H. Lawrence,0
6664,19289,Raoul Schrott,William Crathorn,0
6665,180,Rousas John Rushdoony,Ann Major,0
6666,24446,H. G. Wells,Shelley Berman,0
6667,21565,Shirley Jackson,Jimmy Pardo,0
6668,10676,Richard Evans Schultes,Naguib Mahfouz,0
6669,361,Jack Smit,John Zorn,1
6670,4852,Augusta Savage,Romare Bearden,1
6671,27583,Sherwood Anderson,Peter Heszler,0
6672,10135,Richard Pryor,Gunnar Heiberg,0
6673,13004,Matthew Arnold,Blair Mastbaum,0
6674,12716,James Reaney,Russell T Davies,0
6675,26645,Marshall McLuhan,Béla Bollobás,0
6676,14003,Socrates,Fernando Arrabal,0
6677,13278,Thomas Aquinas,Louis Jenkins,0
6678,21374,John Rubens Smith,Frank Norris,0
6679,13237,Theodore Sturgeon,Don McLean,0
6680,22958,Baltasar Gracián,Jalil Mammadguluzadeh,0
6681,18072,Carlo Emilio Gadda,Michele Mari,1
6682,13646,George Berkeley,Keith Ward,1
6683,23513,Aristotle,Troy Little,0
6684,2653,Donald O. Hebb,Stevan Harnad,1
6685,10044,B. R. Ambedkar,Bhadant Anand Kausalyan,1
6686,23954,Louis-Ferdinand Céline,Paul Auster,1
6687,14639,William S. Burroughs,Albert Charpin,0
6688,14380,Stéphane Mallarmé,Ferdowsi,0
6689,19262,J. R. R. Tolkien,Marcus Mastin,1
6690,22366,H. P. Lovecraft,Frederick Forsyth,0
6691,13265,William Cowper,Anne Brontë,1
6692,23690,Stephen R. Barley,Paul Leonardi,1
6693,20681,Cicero,Joe Feddersen,0
6694,21522,Proclus,Stephen Etnier,0
6695,18204,Jorge Luis Borges,W. G. Sebald,1
6696,15329,Gustave Flaubert,Samuel R. Delany,1
6697,10316,Emanuel Swedenborg,Mathias Fuchs,0
6698,540,John Fante,John Dos Passos,0
6699,3600,Rousas John Rushdoony,Jacques Rancière,0
6700,12088,Empedocles,Giovanni Pico della Mirandola,0
6701,6817,Josip Murn Aleksandrov,Srecko Kosovel,1
6702,11374,Harlan Coben,Dave Chappelle,0
6703,27812,Virgil,Richard Pryor,0
6704,22946,William Gibson,Dennis Ashbaugh,1
6705,17613,Lord Byron,Alladi Ramakrishnan,0
6706,28610,Alexander Lernet-Holenia,Mirza Mazhar Jan-e-Janaan,0
6707,20291,Adam Müller,Othmar Spann,1
6708,4558,William Golding,Julio Correa,0
6709,9419,Jerry Seinfeld,Ricky Gervais,1
6710,3142,Parmenides,Empedocles,1
6711,22435,Baltasar Gracián,Hans Holbein the Elder,0
6712,27740,Benjamin Tucker,Antonio Machado,0
6713,3037,J. G. Ballard,Mubashir Hassan,0
6714,2395,Virgil,Jan Hus,0
6715,24616,Heinrich Heine,Kambara Ariake,1
6716,11300,Edvard Kocbek,Joe Javorek,1
6717,28109,Fyodor Dostoyevsky,Väinö Linna,1
6718,12155,Robert B. Parker,Jay Faerber,1
6719,18460,Paul Cézanne,Camil Muresanu,0
6720,25003,Harold Pinter,Leonard Woolf,0
6721,2026,Giambattista Vico,Nan Goldin,0
6722,22351,Immanuel Kant,Karl Leonhard Reinhold,1
6723,21599,Holly Black,Cassandra Clare,1
6724,12591,Stewart O'Nan,Brian Freeman,1
6725,2650,Socrates,Rosie Tran,0
6726,49,Martha Graham,Sybil Shearer,1
6727,5040,Laozi,Paco Ahlgren,1
6728,13628,William Blake,Harry Hill,0
6729,19354,Fred Kabotie,Michael Kabotie,1
6730,28160,Hassan al-Banna,Jamal Badawi,1
6731,11055,Robert Browning,Wassily Leontief,0
6732,1481,Sigmund Freud,Nicholas Wolterstorff,0
6733,6951,Empedocles,Iggy Pop,0
6734,22208,Michael Davi,Marjorie Liu,0
6735,26845,Simone de Beauvoir,Salvador Espriu,0
6736,16894,Toni Morrison,David Anthony Durham,1
6737,10510,John Updike,Safdar Shaheen,0
6738,2468,Poul Anderson,Ghalib Shiraz Dhalla,0
6739,25995,Theodore Roethke,David Wagoner,1
6740,3852,Boris Pahor,Drago Jancar,1
6741,7832,Ursula K. Le Guin,Conor Kostick,1
6742,3166,Chester Brown,Seth,1
6743,23439,Ansel Adams,C. Cameron Macauley,1
6744,4889,Ludwig Wittgenstein,Brian J. Mistler,1
6745,13964,Jens Peter Jacobsen,Wolfi Landstreicher,0
6746,8586,Hans-Hermann Hoppe,Thomas Woods,1
6747,25968,Rafael Barrett,Syed Mahmood Khundmiri,0
6748,20711,Rainer Maria Rilke,Edward Rutherfurd,0
6749,14359,Leo Strauss,Francis Fukuyama,1
6750,27736,Al Murray,Jack Whitehall,1
6751,815,Michael Davi,The Notorious B.I.G.,0
6752,27917,William S. Burroughs,E. Nesbit,0
6753,25541,Maya Deren,Anna Chromý,0
6754,5253,Ambrose Bierce,Roger Scruton,0
6755,24343,A. S. Byatt,Sarah Waters,1
6756,11943,Thomas Jefferson,Michael Hardt,1
6757,29027,Oscar Wilde,Cheng Y,0
6758,5036,Thomas Henry Huxley,Francis Criss,0
6759,19549,Arthur Machen,Evelyn Underhill,1
6760,4913,Franco Basaglia,Billy Connolly,0
6761,14668,Philip K. Dick,Item Idem,0
6762,15465,Jack Smit,Proclus,0
6763,26145,Cicero,Niccolò Machiavelli,1
6764,17577,Maya Deren,Graham Greene,0
6765,17816,Sherwood Anderson,Nas,0
6766,15707,Bobcat Goldthwait,Randy Chestnut,1
6767,4786,Don Rickles,Steven Erikson,0
6768,12852,Lisa Macuja-Elizalde,Jennifer Olayvar,1
6769,16832,Albert Einstein,Riazuddi,1
6770,123,Louis-Ferdinand Céline,James Salter,1
6771,15915,Kyriakos Charalambides,T. S. Eliot,1
6772,26150,Milton Berle,Don Rickles,1
6773,25270,Bobcat Goldthwait,Brian Posehn,1
6774,18754,Thomas Bernhard,Jeff Gabel,1
6775,1939,Dante Alighieri,Peter Debye,0
6776,3561,Raoul Schrott,John of Damascus,0
6777,25317,Baltasar Gracián,Zhu Xi,0
6778,656,Ernie Kovacs,George Carlin,1
6779,5251,Andrei Tarkovsky,Tim White-Sobieski,1
6780,11622,Robert Benchley,Woody Allen,1
6781,5072,Johann Gottfried Herder,Irène Némirovsky,0
6782,5935,Jorge Luis Borges,Saul Alves Martins,0
6783,12510,Lorrie Moore,David Sedaris,1
6784,3150,Leonard Cohen,Raegan Butcher,1
6785,13672,Rousas John Rushdoony,Ann Major,0
6786,78,Thomas Browne,Paulus Adrianus Daum,0
6787,12754,Giovanni Gentile,Al Williamson,0
6788,816,Dane Zajc,Svetlana Makarovic,1
6789,19624,Baltasar Gracián,Jim Bowen,0
6790,10213,Stanley G. Weinbaum,D. H. Lawrence,0
6791,9242,John D. MacDonald,Benoit Mandelbrot,0
6792,19627,Ayn Rand,Michael J. Sulliva,1
6793,19808,Saul Bellow,Jan Hus,0
6794,6433,Tommy Cooper,Jason Manford,1
6795,26326,George Balanchine,Christopher d'Amboise,1
6796,14777,Groucho Marx,Milton Berle,1
6797,8830,Antonio Gramsci,Giovanni Arrighi,1
6798,24402,Arthur Schopenhauer,Karl Robert Eduard von Hartmann,1
